Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2020Q4,,S08000032,,S08000032,d,All Day cases,,5,,760,0,0,,744,0,0,
2021Q1,,S08000032,,S08000032,d,All Day cases,,5,,661,0,0,,652,0,0,
2021Q2,,S08000032,,S08000032,d,All Day cases,,5,,894,0,0,,880,0,0,
2021Q3,p,S08000032,,S08000032,d,All Day cases,,5,,762,0,0,,755,0,0,
2016Q3,,S08000032,,S08000032,d,All Day cases,, ,:,14,0,0,,14,0,0,
2016Q4,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2017Q1,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2017Q2,,S08000032,,S08000032,d,All Day cases,, ,:,10,0,0,,10,0,0,
2017Q3,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2017Q4,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2018Q1,,S08000032,,S08000032,d,All Day cases,, ,:,0,0, ,z,0,0, ,z
2018Q2,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2018Q3,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2019Q1,,S08000032,,S08000032,d,All Day cases,, ,:,0,0, ,z,0,0, ,z
2019Q2,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2019Q3,,S08000032,,S08000032,d,All Day cases,, ,:,5,0,0,,5,0,0,
2019Q4,,S08000032,,S08000032,d,All Day cases,, ,:,0,0, ,z,0,0, ,z
2020Q1,,S08000032,,S08000032,d,All Day cases,, ,:,0,0, ,z,0,0, ,z
2020Q3,,S08000032,,S08000032,d,All Day cases,, ,:,0,0, ,z,0,0, ,z
2016Q3,,S08000032,,L302H,,All Day cases,,1,,713,0,0,,663,0,0,
2016Q4,,S08000032,,L302H,,All Day cases,,1,,769,0,0,,716,0,0,
2017Q1,,S08000032,,L302H,,All Day cases,,1,,793,0,0,,739,0,0,
2017Q2,,S08000032,,L302H,,All Day cases,,1,,713,0,0,,656,0,0,
2017Q3,,S08000032,,L302H,,All Day cases,,1,,758,0,0,,706,0,0,
2017Q4,,S08000032,,L302H,,All Day cases,,1,,779,0,0,,722,0,0,
2018Q1,,S08000032,,L302H,,All Day cases,,1,,702,0,0,,661,0,0,
2018Q2,,S08000032,,L302H,,All Day cases,,1,,726,0,0,,688,0,0,
2018Q3,,S08000032,,L302H,,All Day cases,,1,,719,0,0,,676,0,0,
2018Q4,,S08000032,,L302H,,All Day cases,,1,,841,0,0,,783,0,0,
2019Q1,,S08000032,,L302H,,All Day cases,,1,,859,0,0,,796,0,0,
2019Q2,,S08000032,,L302H,,All Day cases,,1,,804,0,0,,753,0,0,
2019Q3,,S08000032,,L302H,,All Day cases,,1,,764,0,0,,710,0,0,
2019Q4,,S08000032,,L302H,,All Day cases,,1,,741,0,0,,724,0,0,
2020Q1,,S08000032,,L302H,,All Day cases,,1,,669,0,0,,644,0,0,
2020Q2,,S08000032,,L302H,,All Day cases,,1,,75,0,0,,60,0,0,
2020Q3,,S08000032,,L302H,,All Day cases,,1,,202,0,0,,180,0,0,
2020Q4,,S08000032,,L302H,,All Day cases,,1,,474,0,0,,446,0,0,
2021Q1,,S08000032,,L302H,,All Day cases,,1,,384,0,0,,369,0,0,
2021Q2,,S08000032,,L302H,,All Day cases,,1,,674,0,0,,662,0,0,
2021Q3,p,S08000032,,L302H,,All Day cases,,1,,590,0,0,,575,0,0,
2016Q3,,S08000032,,L302H,,All Day cases,,2,,972,0,0,,915,0,0,
2016Q4,,S08000032,,L302H,,All Day cases,,2,,1037,0,0,,993,0,0,
2017Q1,,S08000032,,L302H,,All Day cases,,2,,959,0,0,,904,0,0,
2017Q2,,S08000032,,L302H,,All Day cases,,2,,886,0,0,,833,0,0,
2017Q3,,S08000032,,L302H,,All Day cases,,2,,876,0,0,,819,0,0,
2017Q4,,S08000032,,L302H,,All Day cases,,2,,888,0,0,,840,0,0,
2018Q1,,S08000032,,L302H,,All Day cases,,2,,880,0,0,,834,0,0,
2018Q2,,S08000032,,L302H,,All Day cases,,2,,850,0,0,,811,0,0,
2018Q3,,S08000032,,L302H,,All Day cases,,2,,860,0,0,,810,0,0,
2018Q4,,S08000032,,L302H,,All Day cases,,2,,940,0,0,,898,0,0,
2019Q1,,S08000032,,L302H,,All Day cases,,2,,1040,0,0,,978,0,0,
2019Q2,,S08000032,,L302H,,All Day cases,,2,,917,0,0,,873,0,0,
2019Q3,,S08000032,,L302H,,All Day cases,,2,,882,0,0,,831,0,0,
2019Q4,,S08000032,,L302H,,All Day cases,,2,,870,0,0,,846,0,0,
2020Q1,,S08000032,,L302H,,All Day cases,,2,,759,0,0,,739,0,0,
2020Q2,,S08000032,,L302H,,All Day cases,,2,,65,0,0,,50,0,0,
2020Q3,,S08000032,,L302H,,All Day cases,,2,,265,0,0,,244,0,0,
2020Q4,,S08000032,,L302H,,All Day cases,,2,,562,0,0,,539,0,0,
2021Q1,,S08000032,,L302H,,All Day cases,,2,,456,0,0,,439,0,0,
2021Q2,,S08000032,,L302H,,All Day cases,,2,,735,0,0,,716,0,0,
2021Q3,p,S08000032,,L302H,,All Day cases,,2,,668,0,0,,649,0,0,
2016Q3,,S08000032,,L302H,,All Day cases,,3,,657,0,0,,623,0,0,
2016Q4,,S08000032,,L302H,,All Day cases,,3,,691,0,0,,655,0,0,
2017Q1,,S08000032,,L302H,,All Day cases,,3,,664,0,0,,639,0,0,
2017Q2,,S08000032,,L302H,,All Day cases,,3,,731,0,0,,689,0,0,
2017Q3,,S08000032,,L302H,,All Day cases,,3,,659,0,0,,626,0,0,
2017Q4,,S08000032,,L302H,,All Day cases,,3,,633,0,0,,604,0,0,
2018Q1,,S08000032,,L302H,,All Day cases,,3,,687,0,0,,646,0,0,
2018Q2,,S08000032,,L302H,,All Day cases,,3,,683,0,0,,645,0,0,
2018Q3,,S08000032,,L302H,,All Day cases,,3,,640,0,0,,614,0,0,
2018Q4,,S08000032,,L302H,,All Day cases,,3,,743,0,0,,712,0,0,
2019Q1,,S08000032,,L302H,,All Day cases,,3,,761,0,0,,737,0,0,
2019Q2,,S08000032,,L302H,,All Day cases,,3,,723,0,0,,687,0,0,
2019Q3,,S08000032,,L302H,,All Day cases,,3,,681,0,0,,644,0,0,
2019Q4,,S08000032,,L302H,,All Day cases,,3,,696,0,0,,682,0,0,
2020Q1,,S08000032,,L302H,,All Day cases,,3,,571,0,0,,553,0,0,
2020Q2,,S08000032,,L302H,,All Day cases,,3,,60,0,0,,45,0,0,
2020Q3,,S08000032,,L302H,,All Day cases,,3,,182,0,0,,165,0,0,
2020Q4,,S08000032,,L302H,,All Day cases,,3,,388,0,0,,375,0,0,
2021Q1,,S08000032,,L302H,,All Day cases,,3,,351,0,0,,337,0,0,
2021Q2,,S08000032,,L302H,,All Day cases,,3,,550,0,0,,539,0,0,
2021Q3,p,S08000032,,L302H,,All Day cases,,3,,455,0,0,,443,0,0,
2016Q3,,S08000032,,L302H,,All Day cases,,4,,463,0,0,,442,0,0,
2016Q4,,S08000032,,L302H,,All Day cases,,4,,487,0,0,,471,0,0,
2017Q1,,S08000032,,L302H,,All Day cases,,4,,474,0,0,,435,0,0,
2017Q2,,S08000032,,L302H,,All Day cases,,4,,519,0,0,,490,0,0,
2017Q3,,S08000032,,L302H,,All Day cases,,4,,441,0,0,,424,0,0,
2017Q4,,S08000032,,L302H,,All Day cases,,4,,454,0,0,,437,0,0,
2018Q1,,S08000032,,L302H,,All Day cases,,4,,470,0,0,,450,0,0,
2018Q2,,S08000032,,L302H,,All Day cases,,4,,469,0,0,,444,0,0,
2018Q3,,S08000032,,L302H,,All Day cases,,4,,487,0,0,,467,0,0,
2018Q4,,S08000032,,L302H,,All Day cases,,4,,500,0,0,,468,0,0,
2019Q1,,S08000032,,L302H,,All Day cases,,4,,562,0,0,,535,0,0,
2019Q2,,S08000032,,L302H,,All Day cases,,4,,518,0,0,,492,0,0,
2019Q3,,S08000032,,L302H,,All Day cases,,4,,466,0,0,,442,0,0,
2019Q4,,S08000032,,L302H,,All Day cases,,4,,505,0,0,,486,0,0,
2020Q1,,S08000032,,L302H,,All Day cases,,4,,432,0,0,,422,0,0,
2020Q2,,S08000032,,L302H,,All Day cases,,4,,30,0,0,,25,0,0,
2020Q3,,S08000032,,L302H,,All Day cases,,4,,125,0,0,,114,0,0,
2020Q4,,S08000032,,L302H,,All Day cases,,4,,331,0,0,,322,0,0,
2021Q1,,S08000032,,L302H,,All Day cases,,4,,279,0,0,,270,0,0,
2021Q2,,S08000032,,L302H,,All Day cases,,4,,453,0,0,,445,0,0,
2021Q3,p,S08000032,,L302H,,All Day cases,,4,,369,0,0,,360,0,0,
2016Q3,,S08000032,,L302H,,All Day cases,,5,,396,0,0,,377,0,0,
2016Q4,,S08000032,,L302H,,All Day cases,,5,,404,0,0,,389,0,0,
2017Q1,,S08000032,,L302H,,All Day cases,,5,,484,0,0,,461,0,0,
2017Q2,,S08000032,,L302H,,All Day cases,,5,,462,0,0,,452,0,0,
2017Q3,,S08000032,,L302H,,All Day cases,,5,,479,0,0,,456,0,0,
2017Q4,,S08000032,,L302H,,All Day cases,,5,,419,0,0,,398,0,0,
2018Q1,,S08000032,,L302H,,All Day cases,,5,,438,0,0,,418,0,0,
2018Q2,,S08000032,,L302H,,All Day cases,,5,,433,0,0,,415,0,0,
2018Q3,,S08000032,,L302H,,All Day cases,,5,,433,0,0,,416,0,0,
2018Q4,,S08000032,,L302H,,All Day cases,,5,,533,0,0,,510,0,0,
2019Q1,,S08000032,,L302H,,All Day cases,,5,,517,0,0,,502,0,0,
2019Q2,,S08000032,,L302H,,All Day cases,,5,,481,0,0,,461,0,0,
2019Q3,,S08000032,,L302H,,All Day cases,,5,,433,0,0,,419,0,0,
2019Q4,,S08000032,,L302H,,All Day cases,,5,,467,0,0,,461,0,0,
2020Q1,,S08000032,,L302H,,All Day cases,,5,,444,0,0,,431,0,0,
2020Q2,,S08000032,,L302H,,All Day cases,,5,,25,0,0,,20,0,0,
2020Q3,,S08000032,,L302H,,All Day cases,,5,,115,0,0,,107,0,0,
2020Q4,,S08000032,,L302H,,All Day cases,,5,,303,0,0,,288,0,0,
2021Q1,,S08000032,,L302H,,All Day cases,,5,,264,0,0,,256,0,0,
2021Q2,,S08000032,,L302H,,All Day cases,,5,,408,0,0,,399,0,0,
2021Q3,p,S08000032,,L302H,,All Day cases,,5,,346,0,0,,340,0,0,
2016Q3,,S08000032,,L302H,,All Day cases,, ,:,5,0,0,,5,0,0,
2016Q4,,S08000032,,L302H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2017Q1,,S08000032,,L302H,,All Day cases,, ,:,5,0,0,,5,0,0,
2017Q2,,S08000032,,L302H,,All Day cases,, ,:,5,0,0,,5,0,0,
2017Q3,,S08000032,,L302H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2017Q4,,S08000032,,L302H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2018Q1,,S08000032,,L302H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2018Q2,,S08000032,,L302H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2019Q2,,S08000032,,L302H,,All Day cases,, ,:,5,0,0,,5,0,0,
2019Q3,,S08000032,,L302H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2016Q3,,S08000032,,L106H,,All Day cases,,1,,1102,0,0,,1099,0,0,
2016Q4,,S08000032,,L106H,,All Day cases,,1,,1111,0,0,,1108,0,0,
2017Q1,,S08000032,,L106H,,All Day cases,,1,,1185,0,0,,1182,0,0,
2017Q2,,S08000032,,L106H,,All Day cases,,1,,1111,0,0,,1099,0,0,
2017Q3,,S08000032,,L106H,,All Day cases,,1,,1098,0,0,,1086,0,0,
2017Q4,,S08000032,,L106H,,All Day cases,,1,,1150,0,0,,1129,0,0,
2018Q1,,S08000032,,L106H,,All Day cases,,1,,1155,0,0,,1140,0,0,
2018Q2,,S08000032,,L106H,,All Day cases,,1,,1229,0,0,,1208,0,0,
2018Q3,,S08000032,,L106H,,All Day cases,,1,,1176,0,0,,1166,0,0,
2018Q4,,S08000032,,L106H,,All Day cases,,1,,1138,0,0,,1129,0,0,
2019Q1,,S08000032,,L106H,,All Day cases,,1,,1296,0,0,,1280,0,0,
2019Q2,,S08000032,,L106H,,All Day cases,,1,,1242,0,0,,1224,0,0,
2019Q3,,S08000032,,L106H,,All Day cases,,1,,1284,0,0,,1276,0,0,
2019Q4,,S08000032,,L106H,,All Day cases,,1,,1161,0,0,,1153,0,0,
2020Q1,,S08000032,,L106H,,All Day cases,,1,,993,0,0,,986,0,0,
2020Q2,,S08000032,,L106H,,All Day cases,,1,,5,0,0,,5,0,0,
2020Q3,,S08000032,,L106H,,All Day cases,,1,,383,0,0,,378,0,0,
2020Q4,,S08000032,,L106H,,All Day cases,,1,,738,0,0,,737,0,0,
2021Q1,,S08000032,,L106H,,All Day cases,,1,,651,0,0,,645,0,0,
2021Q2,,S08000032,,L106H,,All Day cases,,1,,736,0,0,,724,0,0,
2021Q3,p,S08000032,,L106H,,All Day cases,,1,,585,0,0,,579,0,0,
2016Q3,,S08000032,,L106H,,All Day cases,,2,,1089,0,0,,1083,0,0,
2016Q4,,S08000032,,L106H,,All Day cases,,2,,1027,0,0,,1018,0,0,
2017Q1,,S08000032,,L106H,,All Day cases,,2,,952,0,0,,947,0,0,
2017Q2,,S08000032,,L106H,,All Day cases,,2,,947,0,0,,933,0,0,
2017Q3,,S08000032,,L106H,,All Day cases,,2,,943,0,0,,929,0,0,
2017Q4,,S08000032,,L106H,,All Day cases,,2,,1069,0,0,,1053,0,0,
2018Q1,,S08000032,,L106H,,All Day cases,,2,,1064,0,0,,1044,0,0,
2018Q2,,S08000032,,L106H,,All Day cases,,2,,1102,0,0,,1093,0,0,
2018Q3,,S08000032,,L106H,,All Day cases,,2,,1048,0,0,,1037,0,0,
2018Q4,,S08000032,,L106H,,All Day cases,,2,,1036,0,0,,1027,0,0,
2019Q1,,S08000032,,L106H,,All Day cases,,2,,1163,0,0,,1156,0,0,
2019Q2,,S08000032,,L106H,,All Day cases,,2,,1181,0,0,,1166,0,0,
2019Q3,,S08000032,,L106H,,All Day cases,,2,,1156,0,0,,1151,0,0,
2019Q4,,S08000032,,L106H,,All Day cases,,2,,1080,0,0,,1064,0,0,
2020Q1,,S08000032,,L106H,,All Day cases,,2,,883,0,0,,873,0,0,
2020Q2,,S08000032,,L106H,,All Day cases,,2,,5,0,0,,5,0,0,
2020Q3,,S08000032,,L106H,,All Day cases,,2,,365,0,0,,361,0,0,
2020Q4,,S08000032,,L106H,,All Day cases,,2,,857,0,0,,851,0,0,
2021Q1,,S08000032,,L106H,,All Day cases,,2,,723,0,0,,720,0,0,
2021Q2,,S08000032,,L106H,,All Day cases,,2,,800,0,0,,792,0,0,
2021Q3,p,S08000032,,L106H,,All Day cases,,2,,648,0,0,,646,0,0,
2016Q3,,S08000032,,L106H,,All Day cases,,3,,615,0,0,,614,0,0,
2016Q4,,S08000032,,L106H,,All Day cases,,3,,614,0,0,,611,0,0,
2017Q1,,S08000032,,L106H,,All Day cases,,3,,565,0,0,,560,0,0,
2017Q2,,S08000032,,L106H,,All Day cases,,3,,581,0,0,,575,0,0,
2017Q3,,S08000032,,L106H,,All Day cases,,3,,591,0,0,,587,0,0,
2017Q4,,S08000032,,L106H,,All Day cases,,3,,585,0,0,,575,0,0,
2018Q1,,S08000032,,L106H,,All Day cases,,3,,554,0,0,,549,0,0,
2018Q2,,S08000032,,L106H,,All Day cases,,3,,588,0,0,,577,0,0,
2018Q3,,S08000032,,L106H,,All Day cases,,3,,626,0,0,,613,0,0,
2018Q4,,S08000032,,L106H,,All Day cases,,3,,584,0,0,,579,0,0,
2019Q1,,S08000032,,L106H,,All Day cases,,3,,668,0,0,,664,0,0,
2019Q2,,S08000032,,L106H,,All Day cases,,3,,624,0,0,,612,0,0,
2019Q3,,S08000032,,L106H,,All Day cases,,3,,657,0,0,,651,0,0,
2019Q4,,S08000032,,L106H,,All Day cases,,3,,666,0,0,,660,0,0,
2020Q1,,S08000032,,L106H,,All Day cases,,3,,585,0,0,,582,0,0,
2020Q2,,S08000032,,L106H,,All Day cases,,3,,5,0,0,,5,0,0,
2020Q3,,S08000032,,L106H,,All Day cases,,3,,230,0,0,,229,0,0,
2020Q4,,S08000032,,L106H,,All Day cases,,3,,573,0,0,,572,0,0,
2021Q1,,S08000032,,L106H,,All Day cases,,3,,483,0,0,,482,0,0,
2021Q2,,S08000032,,L106H,,All Day cases,,3,,491,0,0,,489,0,0,
2021Q3,p,S08000032,,L106H,,All Day cases,,3,,329,0,0,,328,0,0,
2016Q3,,S08000032,,L106H,,All Day cases,,4,,562,0,0,,560,0,0,
2016Q4,,S08000032,,L106H,,All Day cases,,4,,586,0,0,,585,0,0,
2017Q1,,S08000032,,L106H,,All Day cases,,4,,563,0,0,,562,0,0,
2017Q2,,S08000032,,L106H,,All Day cases,,4,,564,0,0,,558,0,0,
2017Q3,,S08000032,,L106H,,All Day cases,,4,,588,0,0,,582,0,0,
2017Q4,,S08000032,,L106H,,All Day cases,,4,,571,0,0,,566,0,0,
2018Q1,,S08000032,,L106H,,All Day cases,,4,,583,0,0,,574,0,0,
2018Q2,,S08000032,,L106H,,All Day cases,,4,,556,0,0,,554,0,0,
2018Q3,,S08000032,,L106H,,All Day cases,,4,,597,0,0,,587,0,0,
2018Q4,,S08000032,,L106H,,All Day cases,,4,,536,0,0,,534,0,0,
2019Q1,,S08000032,,L106H,,All Day cases,,4,,658,0,0,,650,0,0,
2019Q2,,S08000032,,L106H,,All Day cases,,4,,598,0,0,,588,0,0,
2019Q3,,S08000032,,L106H,,All Day cases,,4,,593,0,0,,587,0,0,
2019Q4,,S08000032,,L106H,,All Day cases,,4,,603,0,0,,599,0,0,
2020Q1,,S08000032,,L106H,,All Day cases,,4,,464,0,0,,458,0,0,
2020Q2,,S08000032,,L106H,,All Day cases,,4,,5,0,0,,0,0, ,z
2020Q3,,S08000032,,L106H,,All Day cases,,4,,191,0,0,,190,0,0,
2020Q4,,S08000032,,L106H,,All Day cases,,4,,493,0,0,,491,0,0,
2021Q1,,S08000032,,L106H,,All Day cases,,4,,449,0,0,,448,0,0,
2021Q2,,S08000032,,L106H,,All Day cases,,4,,592,0,0,,589,0,0,
2021Q3,p,S08000032,,L106H,,All Day cases,,4,,412,0,0,,411,0,0,
2016Q3,,S08000032,,L106H,,All Day cases,,5,,413,0,0,,412,0,0,
2016Q4,,S08000032,,L106H,,All Day cases,,5,,365,0,0,,365,0,0,
2017Q1,,S08000032,,L106H,,All Day cases,,5,,362,0,0,,360,0,0,
2017Q2,,S08000032,,L106H,,All Day cases,,5,,360,0,0,,357,0,0,
2017Q3,,S08000032,,L106H,,All Day cases,,5,,389,0,0,,385,0,0,
2017Q4,,S08000032,,L106H,,All Day cases,,5,,412,0,0,,403,0,0,
2018Q1,,S08000032,,L106H,,All Day cases,,5,,418,0,0,,410,0,0,
2018Q2,,S08000032,,L106H,,All Day cases,,5,,430,0,0,,427,0,0,
2018Q3,,S08000032,,L106H,,All Day cases,,5,,377,0,0,,373,0,0,
2018Q4,,S08000032,,L106H,,All Day cases,,5,,416,0,0,,412,0,0,
2019Q1,,S08000032,,L106H,,All Day cases,,5,,436,0,0,,435,0,0,
2019Q2,,S08000032,,L106H,,All Day cases,,5,,441,0,0,,436,0,0,
2019Q3,,S08000032,,L106H,,All Day cases,,5,,454,0,0,,451,0,0,
2019Q4,,S08000032,,L106H,,All Day cases,,5,,350,0,0,,348,0,0,
2020Q1,,S08000032,,L106H,,All Day cases,,5,,295,0,0,,291,0,0,
2020Q2,,S08000032,,L106H,,All Day cases,,5,,5,0,0,,0,0, ,z
2020Q3,,S08000032,,L106H,,All Day cases,,5,,109,0,0,,109,0,0,
2020Q4,,S08000032,,L106H,,All Day cases,,5,,240,0,0,,240,0,0,
2021Q1,,S08000032,,L106H,,All Day cases,,5,,210,0,0,,208,0,0,
2021Q2,,S08000032,,L106H,,All Day cases,,5,,263,0,0,,259,0,0,
2021Q3,p,S08000032,,L106H,,All Day cases,,5,,197,0,0,,196,0,0,
2016Q4,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2017Q2,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2017Q3,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2017Q4,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2018Q2,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2018Q3,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2019Q1,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2019Q3,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2020Q1,,S08000032,,L106H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2016Q3,,S08000032,,L308H,,All Day cases,,1,,1410,0,0,,1407,0,0,
2016Q4,,S08000032,,L308H,,All Day cases,,1,,1507,0,0,,1498,0,0,
2017Q1,,S08000032,,L308H,,All Day cases,,1,,1544,0,0,,1538,0,0,
2017Q2,,S08000032,,L308H,,All Day cases,,1,,1534,0,0,,1525,0,0,
2017Q3,,S08000032,,L308H,,All Day cases,,1,,1463,0,0,,1456,0,0,
2017Q4,,S08000032,,L308H,,All Day cases,,1,,1356,0,0,,1351,0,0,
2018Q1,,S08000032,,L308H,,All Day cases,,1,,1167,0,0,,1161,0,0,
2018Q2,,S08000032,,L308H,,All Day cases,,1,,1588,0,0,,1585,0,0,
2018Q3,,S08000032,,L308H,,All Day cases,,1,,1382,0,0,,1379,0,0,
2018Q4,,S08000032,,L308H,,All Day cases,,1,,1311,0,0,,1307,0,0,
2019Q1,,S08000032,,L308H,,All Day cases,,1,,1374,0,0,,1370,0,0,
2019Q2,,S08000032,,L308H,,All Day cases,,1,,1323,0,0,,1319,0,0,
2019Q3,,S08000032,,L308H,,All Day cases,,1,,1408,0,0,,1396,0,0,
2019Q4,,S08000032,,L308H,,All Day cases,,1,,1264,0,0,,1258,0,0,
2020Q1,,S08000032,,L308H,,All Day cases,,1,,1124,0,0,,1117,0,0,
2020Q2,,S08000032,,L308H,,All Day cases,,1,,274,0,0,,273,0,0,
2020Q3,,S08000032,,L308H,,All Day cases,,1,,613,0,0,,612,0,0,
2020Q4,,S08000032,,L308H,,All Day cases,,1,,729,0,0,,727,0,0,
2021Q1,,S08000032,,L308H,,All Day cases,,1,,608,0,0,,604,0,0,
2021Q2,,S08000032,,L308H,,All Day cases,,1,,626,0,0,,623,0,0,
2021Q3,p,S08000032,,L308H,,All Day cases,,1,,698,0,0,,691,0,0,
2016Q3,,S08000032,,L308H,,All Day cases,,2,,1493,0,0,,1487,0,0,
2016Q4,,S08000032,,L308H,,All Day cases,,2,,1540,0,0,,1536,0,0,
2017Q1,,S08000032,,L308H,,All Day cases,,2,,1531,0,0,,1519,0,0,
2017Q2,,S08000032,,L308H,,All Day cases,,2,,1479,0,0,,1479,0,0,
2017Q3,,S08000032,,L308H,,All Day cases,,2,,1506,0,0,,1504,0,0,
2017Q4,,S08000032,,L308H,,All Day cases,,2,,1341,0,0,,1337,0,0,
2018Q1,,S08000032,,L308H,,All Day cases,,2,,1214,0,0,,1211,0,0,
2018Q2,,S08000032,,L308H,,All Day cases,,2,,1478,0,0,,1473,0,0,
2018Q3,,S08000032,,L308H,,All Day cases,,2,,1374,0,0,,1370,0,0,
2018Q4,,S08000032,,L308H,,All Day cases,,2,,1351,0,0,,1349,0,0,
2019Q1,,S08000032,,L308H,,All Day cases,,2,,1423,0,0,,1417,0,0,
2019Q2,,S08000032,,L308H,,All Day cases,,2,,1354,0,0,,1351,0,0,
2019Q3,,S08000032,,L308H,,All Day cases,,2,,1446,0,0,,1439,0,0,
2019Q4,,S08000032,,L308H,,All Day cases,,2,,1409,0,0,,1399,0,0,
2020Q1,,S08000032,,L308H,,All Day cases,,2,,1273,0,0,,1270,0,0,
2020Q2,,S08000032,,L308H,,All Day cases,,2,,348,0,0,,345,0,0,
2020Q3,,S08000032,,L308H,,All Day cases,,2,,609,0,0,,608,0,0,
2020Q4,,S08000032,,L308H,,All Day cases,,2,,633,0,0,,629,0,0,
2021Q1,,S08000032,,L308H,,All Day cases,,2,,633,0,0,,630,0,0,
2021Q2,,S08000032,,L308H,,All Day cases,,2,,749,0,0,,745,0,0,
2021Q3,p,S08000032,,L308H,,All Day cases,,2,,748,0,0,,748,0,0,
2016Q3,,S08000032,,L308H,,All Day cases,,3,,949,0,0,,946,0,0,
2016Q4,,S08000032,,L308H,,All Day cases,,3,,911,0,0,,909,0,0,
2017Q1,,S08000032,,L308H,,All Day cases,,3,,819,0,0,,815,0,0,
2017Q2,,S08000032,,L308H,,All Day cases,,3,,799,0,0,,797,0,0,
2017Q3,,S08000032,,L308H,,All Day cases,,3,,748,0,0,,743,0,0,
2017Q4,,S08000032,,L308H,,All Day cases,,3,,735,0,0,,730,0,0,
2018Q1,,S08000032,,L308H,,All Day cases,,3,,654,0,0,,648,0,0,
2018Q2,,S08000032,,L308H,,All Day cases,,3,,886,0,0,,885,0,0,
2018Q3,,S08000032,,L308H,,All Day cases,,3,,801,0,0,,799,0,0,
2018Q4,,S08000032,,L308H,,All Day cases,,3,,715,0,0,,712,0,0,
2019Q1,,S08000032,,L308H,,All Day cases,,3,,697,0,0,,695,0,0,
2019Q2,,S08000032,,L308H,,All Day cases,,3,,690,0,0,,689,0,0,
2019Q3,,S08000032,,L308H,,All Day cases,,3,,803,0,0,,801,0,0,
2019Q4,,S08000032,,L308H,,All Day cases,,3,,781,0,0,,778,0,0,
2020Q1,,S08000032,,L308H,,All Day cases,,3,,752,0,0,,750,0,0,
2020Q2,,S08000032,,L308H,,All Day cases,,3,,244,0,0,,243,0,0,
2020Q3,,S08000032,,L308H,,All Day cases,,3,,464,0,0,,459,0,0,
2020Q4,,S08000032,,L308H,,All Day cases,,3,,342,0,0,,338,0,0,
2021Q1,,S08000032,,L308H,,All Day cases,,3,,350,0,0,,349,0,0,
2021Q2,,S08000032,,L308H,,All Day cases,,3,,415,0,0,,412,0,0,
2021Q3,p,S08000032,,L308H,,All Day cases,,3,,427,0,0,,425,0,0,
2016Q3,,S08000032,,L308H,,All Day cases,,4,,620,0,0,,620,0,0,
2016Q4,,S08000032,,L308H,,All Day cases,,4,,671,0,0,,671,0,0,
2017Q1,,S08000032,,L308H,,All Day cases,,4,,771,0,0,,769,0,0,
2017Q2,,S08000032,,L308H,,All Day cases,,4,,780,0,0,,779,0,0,
2017Q3,,S08000032,,L308H,,All Day cases,,4,,758,0,0,,755,0,0,
2017Q4,,S08000032,,L308H,,All Day cases,,4,,662,0,0,,656,0,0,
2018Q1,,S08000032,,L308H,,All Day cases,,4,,568,0,0,,567,0,0,
2018Q2,,S08000032,,L308H,,All Day cases,,4,,782,0,0,,777,0,0,
2018Q3,,S08000032,,L308H,,All Day cases,,4,,707,0,0,,707,0,0,
2018Q4,,S08000032,,L308H,,All Day cases,,4,,723,0,0,,720,0,0,
2019Q1,,S08000032,,L308H,,All Day cases,,4,,885,0,0,,883,0,0,
2019Q2,,S08000032,,L308H,,All Day cases,,4,,763,0,0,,761,0,0,
2019Q3,,S08000032,,L308H,,All Day cases,,4,,723,0,0,,723,0,0,
